URL,Title,Misinformation ,Comment,,,,,
https://www.youtube.com/watch?v=FnIf3OPDBFM,Willie reduced insulin down from 72 units of insulin per day to 0 on Virta,Yes ,Video promotes ketogenic diet which may not be appropriate for all diabetic patients. ,,,,,
https://www.youtube.com/watch?v=PuF0aJS_qaw,Osteoporosis | tzds and sulfonureas more fractures than metformin,Yes ,Video does not appropriately explain the increased fracture risk. ,,,,,
https://www.youtube.com/watch?v=V9FDxlZ_sik,First Aid Tips : How to Treat Insulin Shock,,,,,,,
https://www.youtube.com/watch?v=0phXsBQW48M,Smartphone app to cure blindness - Truthloader Investigates,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=LMvNeaUMRlw,Korean researchers develop nanopatch to monitor diabetes,,,,,,,
https://www.youtube.com/watch?v=OaxRva_GajU,Call Up the Glucagon - Glycogenolysis Rap,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=WGw-7Y0xEV0,SECOND OPINION | MEDICAL INNOVATIONS | ARTIFICIAL PANCREAS | BCBS,,,,,,,
https://www.youtube.com/watch?v=asTNBEltQQc,Clinical Psychologist: Katherine L. Applegate; PhD,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=Wd5Qmjt3egI,Diabetics Have Inhalable Insulin Option,,,,,,,
https://www.youtube.com/watch?v=QfRpnA3CKos,Amylin Pharmaceuticals Increases Speed to Insight with 100 Million Rows,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=sBx5OHKW2nM,Medicare & You: End stage renal disease/kidney transplant eligibility & enrollment,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=RABThDFW000,Chromium; the Amazing for Insulin Resistance,Yes ,Misinformation - studies not conclusive.  Supplements can have serious side efffects ,,,,,
https://www.youtube.com/watch?v=Lq2taGJseak,Auto Islet Transplantation and Other Treatment Options at Ohio State’s Pancreas Clinic,Yes ,"Video pertains to chronic pancreatitis, not diabetes. ",,,,,
https://www.youtube.com/watch?v=xuNEnhCZFLo,Tom's story (NHS Diabetes Prevention Programme),,,,,,,
https://www.youtube.com/watch?v=40UJSG_B5vA,Natural Tea For Control Diabetes | Why Drinking Tea May Help Prevent and Manage Type 2 Diabetes,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=8CBC8vf8K_s,How To Reverse Type 2 Diabetes - Diabetic Nephropathy,Yes ,Inappropriate content ,,,,,
https://www.youtube.com/watch?v=1Zsyast6s9Y,What Is a Sugar Glider? | Sugar Gliders,Yes ,No reference to diabetes - video about Australian marsupial ,,,,,
https://www.youtube.com/watch?v=Yhn2qguQfUM,Polydipsia; Blurred vision and Polyuria (Medical Symptom),Yes ,Ad for Metformin?  No relevant information provided.  ,,,,,
https://www.youtube.com/watch?v=sQ-0RkPu35o,Animation: Detecting diabetic retinopathy through a dilated eye exam,,,,,,,
https://www.youtube.com/watch?v=rPmDXv-fBRQ,Troubleshooting high blood-glucose levels – Miriam's personal story,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=GZdmuwRYNAs,Early Estimation of ESRD Risk,Yes ,Scientific video.  No reference to diabetes.,,,,,
https://www.youtube.com/watch?v=x93I3a30FEg,Design of a Noninvasive Glucose Monitor,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=ZCpSiSS0Yv4,Pancreatic Auto Islet Transplantation with Total Pancreatectomy,Yes ,Video pertains to treatment of chronic pancreatitis and the diabetes that follows surgery.,,,,,
https://www.youtube.com/watch?v=oIyXFT6YGBE,CANVAS,Yes ,Scientific video,,,,,
https://youtu.be/Q4p6Suko25A,Fatigue and Polydipsia (Medical Symptom),Yes ,Ad for Metformin?  No relevant information provided.  ,,,,,
https://www.youtube.com/watch?v=LedWl2QTy40,Is Meat Good For Diabetes || Diabetes Diet Plan,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=JHgUzLCWqvw,B cell activation,Yes ,No reference to diabetes.  Scientific video.,,,,,
https://www.youtube.com/watch?v=QMzNnvkYOF0,How to Test Your Blood Glucose Level | FreeStyle Precision Neo,,Video only applicable to those with the FreeStyle P.N. meter.,,,,,
https://www.youtube.com/watch?v=ufCiGz75DAk,Biology: Cell Transport,Yes ,No reference to diabetes.  Scientific video.,,,,,
https://www.youtube.com/watch?v=DBXgnMfVFzI,Food and Your Blood Sugar -- Lantus and Novolog - Diabetes Center for Children at CHOP,,,,,,,
https://www.youtube.com/watch?v=7QL2CaJFn_k,Guide to - Prescribing intermediate and/or long-acting insulin,Yes ,Scientific video - no audio. ,,,,,
https://www.youtube.com/watch?v=29KdXZH0niA,Glycemic Load vs. Glycemic Index,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=SA-sug6P0fM,Polydipsia and Polyuria (Medical Symptom),Yes ,Ad for Metformin?  No relevant information provided.  ,,,,,
https://www.youtube.com/watch?v=u3QmJbB9lvk,New target for diabetes therapies,Yes ,Scientific video,,,,,
https://www.youtube.com/watch?v=nDxfxIaRfQ4,Purify Your Kidneys; Liver and Pancreas Using Only One Ingredient,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=nSwBbPUUduQ,GlySure™ | Continuous Glucose Monitoring System - Marketing Film,Yes ,Scientific video.  Blood glucose monitoring of ICU patients. ,,,,,
https://www.youtube.com/watch?v=jvg8EmtWF78,Which glucose meter is the best on the market?,,Information likely outdated.,,,,,
https://www.youtube.com/watch?v=m3xKf7bNQ0Q,Normal Blood Sugar For Children,Yes ,"Information not up to date.  Normal levels depend on fasting state, exercise, etc.",,,,,
https://www.youtube.com/watch?v=wP3Bra09rcQ,How to Deal with Gestational Diabetes,,Statistics mentioned outdated. ,,,,,
https://www.youtube.com/watch?v=Ef-NZtTVSMM,Hyperinsulinaemia and Disseminated Arterial Disease - Part 02,Yes ,Scientific video.  No reference to diabetes.,,,,,
https://www.youtube.com/watch?v=f4D5IgUYn3w,Preventing Infections When Monitoring Blood Glucose,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=Rg-ao84fnrw,Joyful condition;;;;  insulin in your blood;;;;;?,Yes ,Inappropriate content ,,,,,
https://www.youtube.com/watch?v=ScjyYj7UdsM,Dr. Max Gomez: Artificial Pancreas,,,,,,,
https://www.youtube.com/watch?v=nTQcW7frfSw,Inhaled Insulin Is Quick & Easy To Use; But Is It A Game-Changer?,,,,,,,
https://www.youtube.com/watch?v=usIZ0YSQFD0,antidiabetes drugs,Yes ,Results may be outdated ,,,,,
https://www.youtube.com/watch?v=aVWZDhk-DVU,Diabetes Medication,,,,,,,
https://www.youtube.com/watch?v=ItjPn8WxVSA,Pharmacokinetics: Vd; Clearance; Half-life: Calculation Drug Distribution; Elimination; Rate,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=Ex5_Z-DpJ0A,This Remedy Is The “Best” For Cholesterol; Diabetes; Infections and More...,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=J4AacdAkP08,I Woke Up With Acne!,Yes,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=IVz7xJxHOjk,Improving Glycemic Control in Diabetes,Yes ,Scientific video,,,,,
https://youtu.be/Grw7zvY9gY8,What Is Peripheral Vascular Disease? | Heart Disease,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=KtT7zvYJekA,Medication | diabetes medicines cause arthritis,Yes ,Would not trust the spokesperson - previous video touted the use of these drugs ,,,,,to prevent RA. 
https://www.youtube.com/watch?v=jPrElTL3rrA,Cushing's Disease,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=QFc-5oXgbYY,Exercise Training Alters Subcutaneous White Adipose Tissue (scWAT),,Only peripheral mention of diabetes ,,,,,
https://www.youtube.com/watch?v=IkoC3HZwe7Q,Overweight World - Obesity Facts and Statistics,Yes ,"Outdated information, only peripheral mention of DM ",,,,,
https://www.youtube.com/watch?v=mco8vQPhFho,Glucosense  ends finger pricking for people with Diabetes,Yes ,Ad for product that is not available.,,,,,
https://www.youtube.com/watch?v=JNUmKulUWec,Richard M. and the YMCA Diabetes Prevention Program,,,,,,,
https://www.youtube.com/watch?v=49OlI6LmMDU,How To Improve $exual Drive For Diabetic Patient,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=HvcQdJcN6mk,Inhaled Insulin Offers Alternative For Needle Weary Diabetics,,,,,,,
https://www.youtube.com/watch?v=XeZgKLfIJn4,How  to Give Your Diabetic Cat an Insulin Injection,Yes ,Video on cat insulin injection.,,,,,
https://www.youtube.com/watch?v=H-8wC490oEs,Polydipsia (Medical Symptom),Yes ,Ad for Metformin?  No relevant information provided.  ,,,,,
https://www.youtube.com/watch?v=oj0pjco--Yw,Polyuria (Medical Symptom),Yes ,Ad for Metformin?  No relevant information provided.  ,,,,,
https://www.youtube.com/watch?v=Wa7yYFPVb6o,Observational Study Finds Sanofi’s Diabetes Drug Lowers Incidence of Hypoglycemia,Yes ,Video put out by marketing company ,,,,,
https://www.youtube.com/watch?v=LCdTfQXDK34,Why is Tony Robbins so gigantic   Acromegaly - #FOTD265,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=8hnvY6_Jpvg,3 Simple Home Remedies To TREAT URINARY TRACT INFECTION (UTI) In Women,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=l_9vgXkmVnk,Glucose Test,,,,,,,
https://www.youtube.com/watch?v=3NRpp1pBN2E,Cara pemakaian insulin penggunaan insulin pen,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=K4SOS9okas4,Get to Know CDC’s National Diabetes Prevention Program,,,,,,,
https://www.youtube.com/watch?v=7Au-MRjoHYQ,What is the National Diabetes Prevention Program?,,,,,,,
https://www.youtube.com/watch?v=UeXD730uIII,On the Job with the National Diabetes Prevention Program,,,,,,,
https://www.youtube.com/watch?v=bhOF3Kx8CEQ,Reversing Prediabetes,,,,,,,
https://www.youtube.com/watch?v=99CLGZNuFqE,Diabetes Self-Management Education,,,,,,,
https://www.youtube.com/watch?v=auIwEV1SiBQ,Fragile X Syndrome,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=k22zlWRzbk0,Risk Factors For Diabetes and Diabetes Type 1 Risk Factors,Yes ,"Poorly presented, facts questionable.",,,,,
https://www.youtube.com/watch?v=QTKS0AUbEao,NetSure LifeScan IT Asset Management By Curvature,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=U3z9nMMklFw,How Turmeric tea cure Diabetics? | Here is the Evidence,Yes ,"Inappropriate video - computer generated voice, information not scientifically based. ",,,,,
https://www.youtube.com/watch?v=mbD2oAjPU0c,How To Prepare an Insulin Syringe to Inject a Diabetic Cat,Yes ,Diabetes in cats. ,,,,,
https://www.youtube.com/watch?v=7VQfOt_2XG4,Statins & Cholesterol: CoQ10 Lowers Side Effects (& diabetes; hyperglycemia risks),Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=WjyQTmJBXFg,What is Metabolic Syndrome?,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=Uk6U9ROn_MU,Invokana Amputation Lawsuits: Contact the F & A Diabetes Drug Injury Lawyers,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=1C2WpZA_L4E,I Shit My Pants,Yes ,Inappropriate video ,,,,,
https://www.youtube.com/watch?v=JJoyWK58CvY,Physical Activity in Schools,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=kDF2-ScA5gw,Tell Me a Story: Teen Who Feels No Pain Counts Her Blessings,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=rDoCCS-fBls,5 Things that increase women's sexual desire,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=JqJaVvLO748,Signs & Symptoms of Diabetes,,,,,,,
https://www.youtube.com/watch?v=DghH1bas9SQ,Amino Diet - How Does it Work?,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=povArl9xZSg,Basal/Bolus insulin and Carbohydrates,,,,,,,
https://www.youtube.com/watch?v=Sev0xmmU6LI,Endocrinology - Polyuria: By Jeannette Goguen M.D.,,Minimal reference to diabetes ,,,,,
https://www.youtube.com/watch?v=_f-KFSSzzlk,Diabetes And Glucose? | Diabetes And High Blood Glucose | Control Your Blood Sugar Levels Naturally,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=iUK-odLKD-k,Diabetes Foot Care: Screening - Vascular,Yes ,Scientific video,,,,,
https://www.youtube.com/watch?v=CJu37EU9qEk,Intro to Bodyweight Fitness,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=zLbAxztnnfE,Low Thyroid Function and Diabetes,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=f6HtqolhKqo,Blood pressure measurement - OSCE guide,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=e8c5AZFKsJ4,Dipeptidyl peptidase-4 inhibitor,Yes ,Scientific video,,,,,
https://www.youtube.com/watch?v=EO-tN64_IvY,5 Yoga Poses For DIABETES | Lower Blood Sugar Levels,Yes ,Video does not reference any studies indicating that yoga poses helps DM,,,,,
https://www.youtube.com/watch?v=wH6aT1GzY6w,How to Drink Baking Soda; The Natural Remedy  | Drinking Baking Soda For Health,Yes ,No reference to diabetes - and no warning that drinking too much backing soda can be dangerous. ,No warning that drinking too much baking soda can be dangerous. ,,,,
https://www.youtube.com/watch?v=dPomv-2PEeo,I CAN'T BELIEVE IT WORKS - Natural Trick For Diabetes Control || BOILED EGG,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=_P7nLJWuvks,Only 30 Days Your Blood Sugar Levels Will be Normal | Diabetes Diet,Yes ,Video not available ,,,,,
https://youtu.be/3R6gfAa2w8w,Impaired glucose tolerance,Yes ,Scientific article - poorly understood computer generated voice. ,,,,,
https://www.youtube.com/watch?v=fIsuxH01R90,Home Remedies for Diabetes Kill Diabetes Forever In Just 8 Days Easy And Faster,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=UTuF58aK5po,Guide to - Prescribing short-acting insulin,Yes ,Clinician instruction on how to prescribe on EMR ,,,,,
https://www.youtube.com/watch?v=zsVRO4IZoFw,NO MEDICINE NECESSARY FOR DIABETES - Cure Diabetes,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=tG0ck_xE07M,I Was Never Skinny Enough,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=mLmKq5bQOg0,Myocardial Infarction and Coronary Angioplasty Treatment; Animation.,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=ayuVb9-nFVo,IGF-1 as One-Stop Cancer Shop,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=dKYxRDO2G_0,Living With Diabetes and Without Junk Food,Yes ,Video implies junk food is the cause of type 1 DM. ,,,,,
https://www.youtube.com/watch?v=1EEJ1Hm66mg,Turmeric Curcumin for Prediabetes,,,,,,,
https://www.youtube.com/watch?v=VJgnv314808,Postprandial glucose test,,,,,,,
https://www.youtube.com/watch?v=wvMoHXD3agg,IRIS: Pioglitazone Reduced the Risk of Recurrent Stroke and MI for Study Patients,Yes ,Scientific video,,,,,
https://www.youtube.com/watch?v=YICvHsKmjzY,Group and Team Activities - Lifelong Physical Activity,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=p0VF1FjLt-U,URINE ANALYSIS: Presence of PROTEIN in urine,Yes ,Minimal reference to diabetes ,,,,,
https://www.youtube.com/watch?v=18japm2PugI,Pre-Diabetes and Diabetes: Prevention; Screening and Risk Factors,,No mention of Asian Americans or African Americans. ,,,,,
https://www.youtube.com/watch?v=nMoJ7TZN7l8,Diabetes and migraines an unlikely combination - #FOTD336,,,,,,,
https://www.youtube.com/watch?v=EipqFlmxCkM,Do I Have Hypoglycemia or Hyperglycemia?,Yes ,Some information incorrect. ,,,,,
https://www.youtube.com/watch?v=nJfB32MtqBA,Hepatic lobule | Gastrointestinal system physiology | NCLEX-RN | Khan Academy,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=wbShOXhO6p8,Heart Attack Due to Atherosclerosis,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=-eg-MHdoJ_Q,Detection of Sugar in Urine - MeitY OLabs,Yes ,Scientific video - how to do urine tests,,,,,
https://www.youtube.com/watch?v=IVH_6ciQfZk,Endocrinology - Hirsutism and Hypertrichosis: By Joshua Lakoff M.D.,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=a58oCExOxpw,YMCA Diabetes Prevention Program:  “It Will Truly Change Your Life.”,,,,,,,
https://www.youtube.com/watch?v=GDlPAQakzo4,Heighten Your Senses By Simulating Blindness!,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=KReNoBISy3A,Where to Begin - Teaching ABE Students with Vision Loss and Blindness,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=cmUXo4Crrm0,How to Inject Insulin,,,,,,,
https://www.youtube.com/watch?v=numUKaH34rQ,My Eating Disorder Story,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=TBv3xQUGsXA,Healthy Diabetes Diet Tips,Yes ,Information not specific enough to be helpful. ,,,,,
https://www.youtube.com/watch?v=pD7YdUdEHdw,Diabetes Type 2 - Medication - Metformin; Glimepiride; Rosiglitazone & Insulin,Yes ,Personal testimony - no valuable information. ,,,,,
https://www.youtube.com/watch?v=HGuGIM54pK4,IF YOU STILL SUFFER FROM DIABETES AND HEART DISEASE TRY THESE -  NATURAL CURE FOR DIABETES,Yes ,Video promotes ketogenic diet which may not be appropriate for all diabetic patients. ,,,,,
https://www.youtube.com/watch?v=EAuf42kd8Aw,Did I Bleach My Skin? | Part 1,Yes ,Minimal reference to diabetes ,,,,,
,Islet Transplant,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=52sEiZzYP0I,New Device Helping Diabetics Track Blood Sugar Without Fingersticks,,,,,,,
https://www.youtube.com/watch?v=8dgoeYPoE-0,What does the pancreas do? - Emma Bryce,,,,,,,
https://www.youtube.com/watch?v=nmWtsPzd-GQ,#24.4 Diagnosing Diabetes in Older Adults: Diabetes (4 of 6),,,,,,,
https://www.youtube.com/watch?v=kBQEuP5V-Pk,Myocardial Infarction Definition and Symptoms,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=nSuBzZR6llY,Acanthosis Nigricans [DermTV.com Epi #452],Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=87TCC0iWB3Q,5 Early Symptoms of Diabetes |  Diabetes Skin Problems | What Causes Diabetes |  Skin Care Routine,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=xlxVZhjfo6s,Mike's Prediabetes Journey | Type 2 Diabetes Prevention | Ad Council,,,,,,,
https://www.youtube.com/watch?v=Lv4r-P6H7bU,Normal Blood Glucose Levels - What Should YOURS Be?,Yes ,Video does not appropriately explain what a normal blood sugar should be . ,,,,,
https://www.youtube.com/watch?v=AssXudMGZ8A,Does The Glycemic Index Matter For Bodybuilding & Fat Loss?,Yes ,No reference to diabetes ,,,,,
https://youtu.be/OMn8Tq5Eyao,The Importance of Intensity in Physical Activity,Yes ,No reference to diabetes ,,,,,
